Date,Price,Open,High,Low,Vol.,Change %
2018-11-06,"139,145","139,420","139,916","138,825",,-0.20%
2018-11-07,"139,246","139,139","139,722","138,950",,0.07%
2018-11-08,"139,558","139,239","139,664","138,706",,0.22%
2018-11-09,"137,688","139,558","139,600","137,309",,-1.34%
2018-11-12,"136,677","137,688","138,132","136,529",,-0.73%
2018-11-13,"136,821","136,677","137,422","136,511",,0.11%
2018-11-14,"137,589","136,815","138,028","136,362",,0.56%
2018-11-15,"137,882","137,589","138,104","136,961",,0.21%
2018-11-16,"137,823","137,894","138,269","137,497",,-0.04%
2018-11-19,"137,786","137,823","137,997","137,355",,-0.03%
2018-11-20,"137,764","137,786","138,095","137,189",,-0.02%
2018-11-21,"138,608","137,770","139,004","137,497",,0.61%
2018-11-22,"138,641","138,620","138,894","138,468",,0.02%
2018-11-23,"138,159","138,634","138,805","137,636",,-0.35%
2018-11-26,"138,844","138,159","139,138","138,054",,0.50%
2018-11-27,"138,248","138,832","139,185","137,907",,-0.43%
2018-11-28,"138,830","138,254","139,263","137,868",,0.42%
2018-11-29,"138,903","138,830","139,284","138,574",,0.05%
2018-11-30,"138,663","138,903","139,040","138,167",,-0.17%
2018-12-03,"139,901","138,663","140,292","138,663",,0.89%
2018-12-04,"139,699","139,889","140,174","139,500",,-0.14%
2018-12-05,"140,044","139,680","140,212","139,410",,0.25%
2018-12-06,"139,475","140,044","140,128","139,187",,-0.41%
2018-12-07,"140,712","139,462","140,892","139,386",,0.89%
2018-12-10,"141,055","140,674","141,143","140,201",,0.24%
2018-12-11,"140,877","141,042","141,331","140,659",,-0.13%
2018-12-12,"141,102","140,883","141,462","140,819",,0.16%
2018-12-13,"141,140","141,102","141,467","140,805",,0.03%
2018-12-14,"140,395","141,146","141,235","140,043",,-0.53%
2018-12-17,"140,579","140,314","140,771","140,130",,0.13%
2018-12-18,"140,599","140,578","140,732","140,063",,0.01%
2018-12-19,"139,807","140,599","141,225","139,395",,-0.56%
2018-12-20,"140,197","139,807","140,942","139,329",,0.28%
2018-12-21,"139,700","140,197","140,482","139,577",,-0.35%
2018-12-24,"140,175","139,348","140,520","139,172",,0.34%
2018-12-25,"139,966","140,176","140,201","139,598",,-0.15%
2018-12-26,"141,105","139,992","141,246","139,744",,0.81%
2018-12-27,"141,514","141,105","141,677","140,481",,0.29%
2018-12-28,"141,235","141,476","141,683","140,762",,-0.20%
2018-12-31,"140,543","141,440","141,440","140,211",,-0.49%
2019-01-01,"140,729","140,543","140,832","140,543",,0.13%
2019-01-02,"139,858","140,665","140,791","139,717",,-0.62%
2019-01-03,"139,390","139,864","139,915","134,841",,-0.33%
2019-01-04,"139,453","139,403","140,481","138,509",,0.04%
2019-01-07,"140,149","139,472","140,284","139,239",,0.50%
2019-01-08,"139,797","140,162","140,239","139,154",,-0.25%
2019-01-09,"139,872","139,791","140,095","139,387",,0.05%
2019-01-10,"139,478","139,884","140,032","139,331",,-0.28%
2019-01-11,"139,813","139,491","140,357","139,407",,0.24%
2019-01-14,"139,674","139,709","140,157","139,394",,-0.10%
2019-01-15,"140,168","139,674","140,572","139,635",,0.35%
2019-01-16,"141,127","140,181","141,249","139,714",,0.68%
2019-01-17,"141,106","141,127","141,281","140,372",,-0.01%
2019-01-18,"140,671","141,137","141,406","140,167",,-0.31%
2019-01-21,"140,408","140,639","140,893","139,975",,-0.19%
2019-01-22,"140,567","140,396","140,702","139,764",,0.11%
2019-01-23,"140,587","140,567","141,063","140,433",,0.01%
2019-01-24,"140,474","140,595","140,787","140,013",,-0.08%
2019-01-25,"142,775","140,474","142,788","140,277",,1.64%
2019-01-28,"142,538","142,729","142,851","141,853",,-0.17%
2019-01-29,"143,461","142,544","143,604","142,200",,0.65%
2019-01-30,"143,895","143,489","144,097","143,282",,0.30%
2019-01-31,"143,955","143,908","144,084","143,326",,0.04%
2019-02-01,"144,315","143,948","144,529","143,342",,0.25%
2019-02-04,"144,193","144,328","144,729","143,887",,-0.08%
2019-02-05,"144,634","144,199","144,709","144,117",,0.31%
2019-02-06,"143,676","144,634","144,687","143,593",,-0.66%
2019-02-07,"143,879","143,682","144,062","143,110",,0.14%
2019-02-08,"144,199","143,879","144,506","143,522",,0.22%
2019-02-11,"144,390","144,324","144,658","143,891",,0.13%
2019-02-12,"144,824","144,390","145,274","144,308",,0.30%
2019-02-13,"144,993","144,830","146,078","144,703",,0.12%
2019-02-14,"145,011","144,993","145,515","144,685",,0.01%
2019-02-15,"145,956","145,004","146,065","144,618",,0.65%
2019-02-18,"146,782","145,937","146,878","145,864",,0.57%
2019-02-19,"148,409","146,782","148,457","146,293",,1.11%
2019-02-20,"148,382","148,422","149,367","148,112",,-0.02%
2019-02-21,"146,513","148,388","148,619","146,357",,-1.26%
2019-02-22,"146,981","146,507","147,497","146,401",,0.32%
2019-02-25,"147,433","146,954","147,675","146,787",,0.31%
2019-02-26,"146,973","147,433","147,499","146,667",,-0.31%
2019-02-27,"146,496","146,973","147,058","146,114",,-0.32%
2019-02-28,"146,312","146,496","147,028","145,965",,-0.13%
2019-03-01,"144,771","146,325","146,885","144,470",,-1.05%
2019-03-04,"143,785","144,583","145,287","143,628",,-0.68%
2019-03-05,"144,100","143,772","144,344","143,522",,0.22%
2019-03-06,"143,736","144,087","144,362","143,413",,-0.25%
2019-03-07,"143,474","143,736","144,035","143,215",,-0.18%
2019-03-08,"144,336","143,448","144,532","143,206",,0.60%
2019-03-11,"143,856","144,284","144,448","143,511",,-0.33%
2019-03-12,"144,937","143,843","144,955","143,815",,0.75%
2019-03-13,"145,532","144,924","145,804","144,780",,0.41%
2019-03-14,"144,818","145,519","145,769","144,267",,-0.49%
2019-03-15,"145,059","144,805","145,742","144,622",,0.17%
2019-03-18,"145,264","145,059","145,761","144,802",,0.14%
2019-03-19,"145,532","145,270","146,122","145,069",,0.18%
2019-03-20,"145,281","145,545","146,044","144,779",,-0.17%
2019-03-21,"145,108","145,281","145,935","144,451",,-0.12%
2019-03-22,"144,373","145,108","145,500","144,008",,-0.51%
2019-03-25,"145,363","144,282","145,648","144,119",,0.69%
2019-03-26,"145,543","145,376","145,703","144,922",,0.12%
2019-03-27,"144,715","145,543","145,733","144,505",,-0.57%
2019-03-28,"142,726","144,746","144,810","142,562",,-1.37%
2019-03-29,"143,194","142,757","144,073","142,319",,0.33%
2019-04-01,"143,342","143,177","143,883","143,057",,0.10%
2019-04-02,"143,866","143,377","143,938","143,092",,0.37%
2019-04-03,"143,759","143,930","144,391","143,554",,-0.07%
2019-04-04,"144,259","143,806","144,459","142,897",,0.35%
2019-04-05,"144,288","144,293","144,534","143,571",,0.02%
2019-04-08,"144,593","144,302","145,237","144,050",,0.21%
2019-04-09,"144,894","144,634","145,288","144,412",,0.21%
2019-04-10,"145,165","144,929","145,342","144,626",,0.19%
2019-04-11,"144,292","145,214","145,404","143,913",,-0.60%
2019-04-12,"144,528","144,340","145,074","144,185",,0.16%
2019-04-15,"144,254","144,532","144,702","143,662",,-0.19%
2019-04-16,"142,989","144,289","144,327","142,573",,-0.88%
2019-04-17,"142,684","143,032","143,377","142,565",,-0.21%
2019-04-18,"142,750","142,776","142,962","142,247",,0.05%
2019-04-19,"142,686","142,813","142,864","142,698",,-0.04%
2019-04-22,"142,663","142,749","143,319","142,574",,-0.02%
2019-04-23,"142,290","142,723","142,790","141,757",,-0.26%
2019-04-24,"143,045","142,324","143,392","141,866",,0.53%
2019-04-25,"142,526","143,109","143,167","142,421",,-0.36%
2019-04-26,"143,476","142,574","143,839","142,467",,0.67%
2019-04-29,"142,836","143,539","143,630","142,838",,-0.45%
2019-04-30,"143,004","142,896","143,249","142,532",,0.12%
2019-05-01,"142,152","143,025","143,114","142,048",,-0.60%
2019-05-02,"141,637","142,199","142,472","141,223",,-0.36%
2019-05-03,"142,078","141,684","142,631","141,508",,0.31%
2019-05-06,"141,788","141,498","142,389","141,395",,-0.20%
2019-05-07,"141,586","141,835","142,242","141,393",,-0.14%
2019-05-08,"140,988","141,633","142,319","140,942",,-0.42%
2019-05-09,"140,928","141,016","141,174","140,524",,-0.04%
2019-05-10,"141,355","140,943","141,494","140,860",,0.30%
2019-05-13,"142,066","141,158","142,191","140,452",,0.50%
2019-05-14,"142,114","142,087","142,607","141,863",,0.03%
2019-05-15,"142,047","142,161","142,467","141,760",,-0.05%
2019-05-16,"141,298","142,107","142,197","141,134",,-0.53%
2019-05-17,"140,577","141,345","141,468","140,199",,-0.51%
2019-05-20,"140,599","140,691","141,061","140,105",,0.02%
2019-05-21,"140,829","140,646","141,069","140,317",,0.16%
2019-05-22,"140,513","140,857","141,035","140,418",,-0.22%
2019-05-23,"140,654","140,561","141,255","140,271",,0.10%
2019-05-24,"140,384","140,708","140,898","140,303",,-0.19%
2019-05-27,"140,745","140,459","141,013","140,413",,0.26%
2019-05-28,"139,878","140,779","140,958","139,767",,-0.62%
2019-05-29,"140,247","139,945","140,506","139,840",,0.26%
2019-05-30,"141,204","140,281","141,528","139,926",,0.68%
2019-05-31,"141,323","141,266","141,828","140,653",,0.08%
2019-06-03,"143,137","141,500","143,377","141,317",,1.28%
2019-06-04,"143,310","143,199","143,637","142,701",,0.12%
2019-06-05,"144,249","143,344","145,150","143,185",,0.66%
2019-06-06,"144,697","144,296","144,984","143,784",,0.31%
2019-06-07,"144,989","144,793","145,583","144,281",,0.20%
2019-06-10,"143,960","145,540","145,701","143,867",,-0.71%
2019-06-11,"143,943","144,007","144,447","143,508",,-0.01%
2019-06-12,"144,635","143,997","145,035","143,867",,0.48%
2019-06-13,"145,433","144,697","145,538","144,470",,0.55%
2019-06-14,"145,601","145,502","146,993","145,234",,0.12%
2019-06-17,"145,404","145,448","145,908","144,743",,-0.14%
2019-06-18,"145,999","145,438","146,630","145,189",,0.41%
2019-06-19,"147,009","146,046","147,246","145,391",,0.69%
2019-06-20,"148,960","147,057","149,626","146,738",,1.33%
2019-06-21,"150,133","149,006","151,198","148,599",,0.79%
2019-06-24,"152,247","150,251","152,508","150,090",,1.41%
2019-06-25,"152,533","152,332","153,914","151,667",,0.19%
2019-06-26,"151,778","152,581","152,605","150,820",,-0.49%
2019-06-27,"151,912","151,856","152,225","151,044",,0.09%
2019-06-28,"152,030","151,974","153,381","151,547",,0.08%
2019-07-01,"150,073","152,374","152,649","149,896",,-1.29%
2019-07-02,"152,996","150,107","153,204","149,991",,1.95%
2019-07-03,"152,953","153,059","154,777","152,224",,-0.03%
2019-07-04,"152,543","152,984","153,187","152,063",,-0.27%
2019-07-05,"151,720","152,621","153,541","150,582",,-0.54%
2019-07-08,"151,662","151,818","152,777","151,239",,-0.04%
2019-07-09,"152,093","151,725","152,297","150,893",,0.28%
2019-07-10,"153,905","152,136","153,940","151,330",,1.19%
2019-07-11,"152,263","153,896","154,334","152,049",,-1.07%
2019-07-12,"152,708","152,306","153,044","151,856",,0.29%
2019-07-15,"152,558","152,724","153,117","151,914",,-0.10%
2019-07-16,"152,135","152,606","153,088","151,814",,-0.28%
2019-07-17,"153,966","152,198","154,204","151,569",,1.20%
2019-07-18,"155,127","153,969","155,307","152,694",,0.75%
2019-07-19,"153,475","155,160","155,809","153,305",,-1.06%
2019-07-22,"153,642","153,626","154,415","153,472",,0.11%
2019-07-23,"153,393","153,663","154,564","152,974",,-0.16%
2019-07-24,"154,187","153,427","154,384","153,266",,0.52%
2019-07-25,"153,632","154,250","155,035","153,407",,-0.36%
2019-07-26,"154,108","153,664","154,757","153,580",,0.31%
2019-07-29,"155,176","154,205","155,396","153,965",,0.69%
2019-07-30,"155,284","155,225","155,610","154,515",,0.07%
2019-07-31,"153,716","155,401","155,609","153,520",,-1.01%
2019-08-01,"155,097","153,836","155,305","151,980",,0.90%
2019-08-02,"153,507","155,146","155,216","153,120",,-1.03%
2019-08-05,"155,086","153,558","155,843","152,960",,1.03%
2019-08-06,"156,963","155,124","157,012","154,624",,1.21%
2019-08-07,"159,497","156,975","159,932","156,631",,1.61%
2019-08-08,"159,144","159,561","159,957","158,076",,-0.22%
2019-08-09,"158,184","159,219","159,912","157,819",,-0.60%
2019-08-12,"159,109","158,071","159,692","157,045",,0.58%
2019-08-13,"160,217","159,158","161,349","157,737",,0.70%
2019-08-14,"160,549","160,251","161,188","158,909",,0.21%
2019-08-15,"161,584","160,587","161,743","160,169",,0.64%
2019-08-16,"160,954","161,647","162,049","160,024",,-0.39%
2019-08-19,"159,386","161,007","161,242","159,170",,-0.97%
2019-08-20,"160,010","159,465","160,399","159,198",,0.39%
2019-08-21,"160,107","160,062","160,482","159,418",,0.06%
2019-08-22,"159,289","160,172","160,347","158,982",,-0.51%
2019-08-23,"160,883","159,355","161,454","159,130",,1.00%
2019-08-26,"162,066","160,526","162,928","159,961",,0.74%
2019-08-27,"162,978","162,100","163,390","161,382",,0.56%
2019-08-28,"163,249","163,038","163,610","162,100",,0.17%
2019-08-29,"162,679","163,321","164,183","162,070",,-0.35%
2019-08-30,"161,579","162,708","163,063","161,470",,-0.68%
2019-09-02,"162,537","161,519","162,683","161,048",,0.59%
2019-09-03,"163,869","162,572","164,134","161,813",,0.82%
2019-09-04,"165,134","163,915","165,490","162,945",,0.77%
2019-09-05,"162,427","165,122","165,236","161,777",,-1.64%
2019-09-06,"161,066","162,440","162,973","160,673",,-0.84%
2019-09-09,"160,695","160,965","162,148","160,490",,-0.23%
2019-09-10,"159,747","160,761","161,020","159,626",,-0.59%
2019-09-11,"161,387","159,768","161,530","159,645",,1.03%
2019-09-12,"162,016","161,452","163,897","160,810",,0.39%
2019-09-13,"160,857","162,066","162,958","160,668",,-0.72%
2019-09-16,"161,975","160,266","162,694","159,998",,0.70%
2019-09-17,"162,299","161,995","162,960","161,612",,0.20%
2019-09-18,"162,002","162,334","163,478","160,902",,-0.18%
2019-09-19,"161,870","162,036","162,413","161,098",,-0.08%
2019-09-20,"163,102","161,915","163,207","161,778",,0.76%
2019-09-23,"163,697","163,132","164,016","162,869",,0.36%
2019-09-24,"163,948","163,716","164,482","163,204",,0.15%
2019-09-25,"162,013","164,013","164,543","161,867",,-1.18%
2019-09-26,"162,237","162,077","162,809","161,673",,0.14%
2019-09-27,"161,523","162,270","162,459","160,779",,-0.44%
2019-09-30,"159,110","161,543","161,859","158,392",,-1.49%
2019-10-01,"159,349","159,137","160,118","158,131",,0.15%
2019-10-02,"160,721","159,369","161,179","158,984",,0.86%
2019-10-03,"160,868","160,764","161,815","160,097",,0.09%
2019-10-04,"160,860","160,918","161,661","160,298",,0.00%
2019-10-07,"160,185","160,925","161,161","159,918",,-0.42%
2019-10-08,"161,179","160,235","161,436","159,726",,0.62%
2019-10-09,"161,757","161,229","162,529","161,013",,0.36%
2019-10-10,"161,250","161,806","162,531","160,961",,-0.31%
2019-10-11,"161,381","161,315","162,238","159,995",,0.08%
2019-10-14,"161,837","161,418","161,994","160,683",,0.28%
2019-10-15,"161,177","161,855","162,075","160,615",,-0.41%
2019-10-16,"162,014","161,228","162,127","160,585",,0.52%
2019-10-17,"162,073","162,057","162,488","161,492",,0.04%
2019-10-18,"161,513","162,123","162,321","161,346",,-0.35%
2019-10-21,"161,142","161,639","162,245","160,983",,-0.23%
2019-10-22,"161,349","161,208","161,635","160,986",,0.13%
2019-10-23,"162,129","161,399","162,485","161,183",,0.48%
2019-10-24,"163,318","162,164","163,400","161,737",,0.73%
2019-10-25,"163,427","163,353","164,769","163,078",,0.07%
2019-10-28,"162,569","163,511","164,025","162,261",,-0.53%
2019-10-29,"161,958","162,619","162,802","161,673",,-0.38%
2019-10-30,"162,763","161,992","162,939","161,716",,0.50%
2019-10-31,"163,408","162,782","163,711","162,570",,0.40%
2019-11-01,"163,783","163,453","163,853","162,670",,0.23%
2019-11-04,"163,840","163,787","164,191","163,394",,0.03%
2019-11-05,"161,925","163,918","164,105","161,579",,-1.17%
2019-11-06,"162,399","161,954","162,663","161,662",,0.29%
2019-11-07,"160,443","162,432","162,487","159,802",,-1.20%
2019-11-08,"159,346","160,492","160,966","159,221",,-0.68%
2019-11-11,"158,714","159,278","159,841","158,004",,-0.40%
2019-11-12,"158,733","158,777","159,128","157,898",,0.01%
2019-11-13,"159,178","158,753","159,735","158,657",,0.28%
2019-11-14,"159,477","159,270","159,820","159,006",,0.19%
2019-11-15,"159,535","159,496","159,773","158,850",,0.04%
2019-11-18,"159,882","159,687","160,006","158,796",,0.22%
2019-11-19,"159,796","159,915","160,109","159,343",,-0.05%
2019-11-20,"159,805","159,822","160,354","159,318",,0.01%
2019-11-21,"159,061","159,831","160,083","158,927",,-0.47%
2019-11-22,"158,836","159,103","159,883","158,791",,-0.14%
2019-11-25,"158,451","158,959","159,070","158,372",,-0.24%
2019-11-26,"159,292","158,490","159,547","158,271",,0.53%
2019-11-27,"159,275","159,343","159,486","158,724",,-0.01%
2019-11-28,"159,661","159,306","159,747","159,146",,0.24%
2019-11-29,"160,561","159,711","160,631","159,313",,0.56%
2019-12-02,"159,351","160,631","160,706","159,297",,-0.75%
2019-12-03,"160,467","159,351","160,989","159,304",,0.70%
2019-12-04,"160,464","160,501","161,165","160,161",,0.00%
2019-12-05,"160,504","160,514","160,958","160,349",,0.02%
2019-12-06,"158,488","160,526","160,748","158,413",,-1.26%
2019-12-09,"158,635","158,654","158,968","158,408",,0.09%
2019-12-10,"159,165","158,682","159,633","158,572",,0.33%
2019-12-11,"160,064","159,228","160,459","159,048",,0.56%
2019-12-12,"160,613","160,105","161,515","159,844",,0.34%
2019-12-13,"161,367","160,657","161,569","160,178",,0.47%
2019-12-16,"161,563","161,417","162,058","161,116",,0.12%
2019-12-17,"161,577","161,635","162,224","161,473",,0.01%
2019-12-18,"161,589","161,656","161,982","161,163",,0.01%
2019-12-19,"161,739","161,646","162,031","161,247",,0.09%
2019-12-20,"161,747","161,742","161,978","161,439",,0.00%
2019-12-23,"162,458","161,723","162,552","161,716",,0.44%
2019-12-24,"163,955","162,516","164,153","162,394",,0.92%
2019-12-25,"163,872","164,045","164,658","163,849",,-0.05%
2019-12-26,"165,641","163,969","165,848","163,823",,1.08%
2019-12-27,"165,255","165,616","165,914","165,038",,-0.23%
2019-12-30,"164,927","165,380","165,783","164,771",,-0.20%
2019-12-31,"164,762","164,961","165,760","164,687",,-0.10%
2020-01-01,"164,886","164,827","165,014","164,786",,0.08%
2020-01-02,"165,972","165,014","166,327","164,787",,0.66%
2020-01-03,"167,676","166,027","167,790","165,793",,1.03%
2020-01-06,"169,662","167,587","170,717","167,245",,1.18%
2020-01-07,"170,654","169,689","170,987","168,693",,0.58%
2020-01-08,"169,779","170,689","173,548","169,295",,-0.51%
2020-01-09,"169,997","169,863","170,557","168,302",,0.13%
2020-01-10,"170,981","170,018","171,176","169,281",,0.58%
2020-01-13,"170,135","171,048","171,165","169,867",,-0.49%
2020-01-14,"170,026","170,178","170,276","169,107",,-0.06%
2020-01-15,"170,994","170,092","171,257","170,012",,0.57%
2020-01-16,"170,966","171,030","171,319","170,428",,-0.02%
2020-01-17,"171,400","170,986","171,971","170,803",,0.25%
2020-01-20,"172,317","171,466","172,366","171,279",,0.54%
2020-01-21,"171,165","172,358","172,457","170,275",,-0.67%
2020-01-22,"171,172","171,206","171,507","170,597",,0.00%
2020-01-23,"171,069","171,221","171,550","170,150",,-0.06%
2020-01-24,"171,594","171,125","172,245","170,576",,0.31%
2020-01-27,"172,229","171,280","172,710","170,974",,0.37%
2020-01-28,"171,024","172,268","172,462","170,922",,-0.70%
2020-01-29,"171,822","171,091","172,081","170,722",,0.47%
2020-01-30,"171,489","171,906","172,391","171,369",,-0.19%
2020-01-31,"172,304","171,546","172,441","171,340",,0.48%
2020-02-03,"171,318","172,394","172,545","170,743",,-0.57%
2020-02-04,"170,021","171,374","171,554","169,562",,-0.76%
2020-02-05,"170,818","170,077","171,135","169,719",,0.47%
2020-02-06,"172,289","170,890","172,378","170,720",,0.86%
2020-02-07,"172,250","172,329","172,624","171,767",,-0.02%
2020-02-10,"172,516","172,488","173,000","172,143",,0.15%
2020-02-11,"172,072","172,582","172,806","171,724",,-0.26%
2020-02-12,"172,349","172,128","172,790","171,811",,0.16%
2020-02-13,"173,053","172,421","173,249","172,215",,0.41%
2020-02-14,"173,863","173,093","174,009","172,803",,0.47%
2020-02-17,"173,698","173,961","174,151","173,432",,-0.09%
2020-02-18,"175,907","173,732","176,276","173,613",,1.27%
2020-02-19,"179,416","175,951","179,506","175,845",,1.99%
2020-02-20,"181,540","179,481","181,812","178,540",,1.18%
2020-02-21,"183,345","181,582","184,117","181,466",,0.99%
2020-02-24,"183,664","183,429","187,957","182,805",,0.17%
2020-02-25,"180,115","183,706","183,905","179,381",,-1.93%
2020-02-26,"181,143","180,176","182,367","179,896",,0.57%
2020-02-27,"180,188","181,194","182,207","179,592",,-0.53%
2020-02-28,"171,263","180,256","180,782","169,078",,-4.95%
2020-03-02,"172,123","170,235","173,847","169,585",,0.50%
2020-03-03,"175,713","172,182","176,906","171,823",,2.09%
2020-03-04,"175,950","175,759","177,457","175,479",,0.13%
2020-03-05,"177,499","176,016","178,157","175,596",,0.88%
2020-03-06,"176,256","177,529","178,025","173,836",,-0.70%
2020-03-09,"171,918","175,636","177,376","169,987",,-2.46%
2020-03-10,"174,178","172,008","174,862","170,737",,1.31%
2020-03-11,"170,854","174,272","175,454","170,370",,-1.91%
2020-03-12,"164,982","170,964","172,535","164,107",,-3.44%
2020-03-13,"165,028","165,052","171,586","162,313",,0.03%
2020-03-16,"160,257","165,108","167,276","152,915",,-2.89%
2020-03-17,"164,563","160,317","166,509","156,338",,2.69%
2020-03-18,"160,578","164,619","165,872","159,552",,-2.42%
2020-03-19,"162,876","160,617","164,194","159,738",,1.43%
2020-03-20,"165,974","162,945","166,803","161,662",,1.90%
2020-03-23,"172,730","166,358","173,733","163,338",,4.07%
2020-03-24,"181,050","172,796","182,563","172,062",,4.82%
2020-03-25,"179,589","181,034","182,819","176,561",,-0.81%
2020-03-26,"178,505","179,855","180,378","175,776",,-0.60%
2020-03-27,"175,347","178,740","179,634","174,408",,-1.77%
2020-03-30,"174,836","175,168","176,638","172,900",,-0.29%
2020-03-31,"168,967","174,957","176,503","169,053",,-3.36%
2020-04-01,"170,351","169,648","172,438","168,153",,0.82%
2020-04-02,"174,017","170,541","174,954","169,600",,2.15%
2020-04-03,"175,408","174,141","176,120","173,080",,0.80%
2020-04-06,"181,322","175,497","182,289","173,257",,3.37%
2020-04-07,"179,021","181,505","182,637","178,739",,-1.27%
2020-04-08,"178,976","179,182","180,779","178,354",,-0.03%
2020-04-09,"182,563","179,065","183,223","178,844",,2.00%
2020-04-10,"183,127","182,717","184,114","181,854",,0.31%
2020-04-13,"184,557","183,413","185,376","181,447",,0.78%
2020-04-14,"185,077","184,611","187,466","183,996",,0.28%
2020-04-15,"184,392","185,224","186,235","182,954",,-0.37%
2020-04-16,"185,275","184,528","187,229","183,818",,0.48%
2020-04-17,"181,067","185,430","185,766","180,742",,-2.27%
2020-04-20,"182,381","183,212","183,412","180,130",,0.73%
2020-04-21,"181,646","182,535","182,642","178,466",,-0.40%
2020-04-22,"184,619","181,822","185,294","180,777",,1.64%
2020-04-23,"186,151","184,815","187,248","183,854",,0.83%
2020-04-24,"185,726","186,284","186,982","183,754",,-0.23%
2020-04-27,"183,794","185,888","186,130","182,956",,-1.04%
2020-04-28,"182,466","183,848","184,103","180,644",,-0.72%
2020-04-29,"182,686","182,617","183,139","180,918",,0.12%
2020-04-30,"180,672","182,797","183,771","179,941",,-1.10%
2020-05-01,"181,635","180,835","182,316","178,513",,0.53%
2020-05-04,"181,558","180,225","183,013","180,225",,-0.04%
2020-05-05,"181,759","181,662","182,467","180,579",,0.11%
2020-05-06,"178,802","181,765","182,045","178,393",,-1.63%
2020-05-07,"182,298","178,858","183,142","178,592",,1.96%
2020-05-08,"181,431","182,428","183,535","181,483",,-0.48%
2020-05-11,"182,569","181,562","183,682","181,375",,0.63%
2020-05-12,"182,335","182,736","183,628","182,018",,-0.13%
2020-05-13,"183,592","182,375","183,999","181,771",,0.69%
2020-05-14,"185,503","183,730","186,177","182,835",,1.04%
2020-05-15,"186,362","185,605","188,048","185,114",,0.46%
2020-05-18,"185,835","186,650","189,446","182,345",,-0.28%
2020-05-19,"187,748","185,934","188,499","185,392",,1.03%
2020-05-20,"187,812","187,916","188,895","187,350",,0.03%
2020-05-21,"185,820","187,903","188,501","184,956",,-1.06%
2020-05-22,"186,591","185,946","187,135","185,277",,0.41%
2020-05-25,"186,217","186,775","186,897","185,418",,-0.20%
2020-05-26,"183,898","186,284","187,209","183,711",,-1.25%
2020-05-27,"184,066","183,968","184,793","182,581",,0.09%
2020-05-28,"184,947","184,147","186,142","183,870",,0.48%
2020-05-29,"186,442","184,982","187,339","183,964",,0.81%
2020-06-01,"187,120","186,199","187,662","185,944",,0.36%
2020-06-02,"187,682","187,179","189,537","186,827",,0.30%
2020-06-03,"184,877","187,780","188,371","183,682",,-1.49%
2020-06-04,"187,004","185,003","187,738","184,828",,1.15%
2020-06-05,"184,668","187,089","187,459","183,362",,-1.25%
2020-06-08,"184,056","184,911","185,903","183,318",,-0.33%
2020-06-09,"184,587","184,195","185,607","182,801",,0.29%
2020-06-10,"186,151","184,725","186,450","183,455",,0.85%
2020-06-11,"184,526","186,235","186,436","184,096",,-0.87%
2020-06-12,"185,673","184,586","187,014","183,902",,0.62%
2020-06-15,"184,998","185,775","186,414","183,109",,-0.36%
2020-06-16,"185,235","185,165","186,258","184,491",,0.13%
2020-06-17,"184,714","185,381","185,565","183,937",,-0.28%
2020-06-18,"184,149","184,773","185,844","183,428",,-0.31%
2020-06-19,"186,258","184,295","186,580","184,134",,1.15%
2020-06-22,"187,505","186,402","188,362","186,149",,0.67%
2020-06-23,"188,237","187,678","188,708","187,135",,0.39%
2020-06-24,"188,462","188,428","189,916","188,037",,0.12%
2020-06-25,"188,996","188,578","189,556","188,171",,0.28%
2020-06-26,"189,830","189,127","189,976","187,228",,0.44%
2020-06-29,"190,521","189,893","191,323","189,489",,0.36%
2020-06-30,"192,107","190,647","192,539","190,159",,0.83%
2020-07-01,"190,207","192,221","192,778","189,069",,-0.99%
2020-07-02,"190,828","190,270","191,411","189,275",,0.33%
2020-07-03,"190,790","190,891","191,235","190,531",,-0.02%
2020-07-06,"191,533","190,827","192,152","190,626",,0.39%
2020-07-07,"192,892","191,594","193,354","191,012",,0.71%
2020-07-08,"193,982","193,018","195,364","192,674",,0.57%
2020-07-09,"193,288","194,114","194,848","192,738",,-0.36%
2020-07-10,"192,222","193,343","193,680","191,757",,-0.55%
2020-07-13,"193,362","192,311","194,487","187,748",,0.59%
2020-07-14,"193,989","193,414","194,288","192,385",,0.32%
2020-07-15,"193,501","194,016","194,286","192,434",,-0.25%
2020-07-16,"192,717","193,588","193,918","192,612",,-0.41%
2020-07-17,"193,630","192,791","194,082","192,584",,0.47%
2020-07-20,"194,880","193,850","195,320","193,466",,0.65%
2020-07-21,"196,611","194,967","197,342","194,586",,0.89%
2020-07-22,"200,517","196,644","200,663","196,438",,1.99%
2020-07-23,"201,612","200,600","202,883","199,609",,0.55%
2020-07-24,"201,712","201,700","202,150","200,395",,0.05%
2020-07-27,"204,621","201,507","205,130","201,447",,1.44%
2020-07-28,"205,788","204,662","208,566","201,501",,0.57%
2020-07-29,"206,671","205,874","207,663","204,266",,0.43%
2020-07-30,"204,823","206,751","207,001","203,826",,-0.89%
2020-07-31,"209,054","204,845","209,322","204,563",,2.07%
2020-08-03,"209,401","209,218","210,537","208,044",,0.17%
2020-08-04,"213,398","209,476","213,571","208,841",,1.91%
2020-08-05,"215,114","213,479","216,647","212,190",,0.80%
2020-08-06,"217,702","215,179","218,208","214,836",,1.20%
2020-08-07,"215,486","217,691","218,811","213,578",,-1.02%
